"mz_rt_min","tr1_vs_ctrl","tr2_vs_ctrl","tr2_tr1_vs_ctrl","tr2_vs_tr1","AveExpr","F","p","p_adj_BH"
"210.99156_1.48",-0.158525543842977,-2.51614220073167,-2.40700808549702,-2.3576166568887,20.9513417229786,27.5798490363245,2.96205859525949e-11,1.34549267705878e-10
"193.07099_1.185",-0.0675799413428508,-2.08975436234166,-1.81383860340601,-2.02217442099881,21.875260788407,27.4734780507886,3.16264432979758e-11,1.42869632994177e-10
"288.96966_1.628",-0.306917454161502,-2.00923235168208,-1.76542440764405,-1.70231489752058,21.2450958278755,27.4726341101637,3.16429073742941e-11,1.42869632994177e-10
"423.22532_5.884",0.18231550381048,-1.85225109811834,-1.61964183868162,-2.03456660192882,21.2978940676495,27.1624940597952,3.83362082669037e-11,1.72570499075341e-10
"374.92208_0.801",0.129726173015551,2.05819993177001,1.99575501699025,1.92847375875446,17.7441013198155,27.0935345044708,4.00139897029573e-11,1.79583744205788e-10
"305.08777_1.2",0.0419353573555991,-1.64027537844628,-1.77767978444016,-1.68221073580188,23.0912335154525,27.0163484820626,4.19822530076477e-11,1.87854917189444e-10
"253.1307_3.037",0.071300816973233,2.78736302735458,4.00586816913429,2.71606221038135,19.4202808069986,26.998861307999,4.24419255656348e-11,1.88817637628754e-10
"180.97218_0.914",0.154863477053871,-1.30785515541569,-1.42515514917285,-1.46271863246956,25.5019677756089,26.9985812736319,4.24493288064643e-11,1.88817637628754e-10
"225.09893_0.855",0.350044716544791,2.20676511712775,1.93377997974273,1.85672040058296,18.5055557664471,26.9556446581728,4.36003850459394e-11,1.9336383782208e-10
"223.08214_1.195",0.227396592990034,-1.98636403854532,-1.97885196732601,-2.21376063153535,21.7475972993217,26.7743414048284,4.88282034366334e-11,2.15909961508889e-10
"264.05549_1.419",-0.267562813623183,-2.11276334577768,-1.38879534374849,-1.8452005321545,20.3216923871003,26.7264885053251,5.03133000215874e-11,2.21822460977528e-10
"99.00735_1.673",-0.255267787403737,1.71220867959827,1.3552447978062,1.96747646700201,24.6361047823068,26.6939520991022,5.13496589108035e-11,2.25727679493532e-10
"265.07521_6.03",0.652754633132,-1.83043595044855,-2.16644590379842,-2.48319058358055,18.8991783080148,26.6593295739685,5.24767298046313e-11,2.29055686868965e-10
"357.07978_3.689",-0.232062688341942,-2.35521036232811,-2.34369322980139,-2.12314767398617,20.305336829708,26.6571368195072,5.25489663087291e-11,2.29055686868965e-10
"211.02777_1.848",-0.157600590420194,-3.05708491868206,-3.29179771102062,-2.89948432826187,21.340473279988,26.6566460595467,5.25651476203628e-11,2.29055686868965e-10
"488.90378_0.801",-0.101357688056613,1.93937345277147,2.53654031888029,2.04073114082809,18.0620919221465,26.6469273070739,5.28866570839707e-11,2.29788692663397e-10
"224.02317_1.429",-0.247336333359582,-2.15047818986617,-2.64577218259417,-1.90314185650659,21.4394013160269,26.6095022283873,5.41438385192891e-11,2.34571138556111e-10
"282.08413_1.242",0.721665032082087,-2.57398072057972,-2.87512182205922,-3.29564575266181,20.9253593358059,26.4271675622654,6.07258755147906e-11,2.62328782122971e-10
"333.135_6.151",-0.279426508101641,-2.64557239562185,-2.81510434616057,-2.36614588752021,18.5014440813172,26.4047151294009,6.15917451720549e-11,2.65304672450892e-10
"244.16653_0.861",-0.0271201355521389,2.2364773870727,1.89412015224065,2.26359752262484,19.2627608927817,26.3753990412271,6.27415602930552e-11,2.6948309134467e-10
"240.0546_1.738",0.256463944121771,-2.73436399851806,-2.63113652505249,-2.99082794263983,20.1983286286265,26.3536602295306,6.36084976016859e-11,2.72426108299792e-10
"261.07293_1.185",-0.921224957949489,2.13728857096582,2.64411670308339,3.05851352891531,22.4418574820508,26.3476633380951,6.38498244169615e-11,2.7268058917671e-10
"279.10872_1.199",0.116479281461572,-1.14664181410017,-1.17418016457479,-1.26312109556175,19.669093436003,26.3251519953706,6.47642033779143e-11,2.75799831998561e-10
"224.07709_0.884",-0.0499164458826345,1.65567253798368,1.77029819380143,1.70558898386632,18.5923189746234,26.2793821890981,6.66652901902349e-11,2.8309141641689e-10
"267.01805_1.592",0.0929272586587547,-2.48314980161011,-1.70577199343014,-2.57607706026887,23.2555516840916,26.2639906555128,6.73174760777319e-11,2.85053380340453e-10
"164.98547_1.736",-0.267700434410913,-1.87029680256643,-1.46103506651065,-1.60259636815552,24.480519137573,26.2176763119932,6.93200325473375e-11,2.92706278277349e-10
"361.16744_6.995",0.340103818169628,-1.9337508461287,-2.54483592309887,-2.27385466429833,18.3763046637316,26.0675189314243,7.62467040834655e-11,3.21050026463805e-10
"262.92993_0.797",-0.0345343398017669,1.48406368876264,1.2349670066478,1.51859802856441,22.9188493566038,25.8999922956108,8.48253196229853e-11,3.55609541974027e-10
"257.10119_3.693",0.0600222416147325,3.58901696226321,3.35206503221139,3.52899472064848,18.7854410386623,25.898080824034,8.49287631932634e-11,3.55609541974027e-10
"220.06473_1.203",0.281911164422337,-1.477188848067,-1.38472724075821,-1.75910001248934,23.6624742734797,25.7785613492101,9.16629026978184e-11,3.81756429532371e-10
"281.02744_1.188",-0.164447502858903,2.50444925985286,2.57636280642667,2.66889676271176,19.6907711548223,25.7782241248045,9.16826648643453e-11,3.81756429532371e-10
"271.07022_3.637",0.0210418026247144,1.12778442713715,0.933083231660005,1.10674262451243,25.3430954514541,25.7580415945169,9.28734664782796e-11,3.84244098435327e-10
"271.07028_3.64",0.0210418026247144,1.12778442713715,0.933083231660005,1.10674262451243,25.3430954514541,25.7580415945169,9.28734664782796e-11,3.84244098435327e-10
"332.12555_5.458",0.30460527376214,2.47100442174782,2.475027966948,2.16639914798568,19.6561242095245,25.7550874151938,9.30491045577209e-11,3.84244098435327e-10
"211.03307_0.995",-0.345903223320173,-1.43917887386816,-1.55897884114483,-1.09327565054798,18.545333351618,25.7384336402299,9.40456843716305e-11,3.87292529871083e-10
"259.01301_1.422",-0.49336358697725,1.13397276535717,2.3986721812895,1.62733635233442,24.7603974049354,25.6343859544532,1.0052698374567e-10,4.12849174341806e-10
"258.09754_7.23",0.28985719634847,1.80735749862696,3.1702901462957,1.51750030227849,18.6157528391098,25.6238064095035,1.01211369306344e-10,4.14524160082539e-10
"515.98058_0.907",0.544035394709105,-1.57052640239421,-1.83868840679391,-2.11456179710332,18.0215709822393,25.5016624104328,1.09470780343656e-10,4.47129972030354e-10
"447.20638_6.031",0.223361121114866,-2.35896144606912,-2.28822841865063,-2.58232256718398,18.9438972020568,25.4905276760556,1.10257579244925e-10,4.49119867630822e-10
"329.10853_1.071",-0.136890143250013,-2.17456054416252,-2.73827909632656,-2.03767040091251,21.9918224046858,25.4001677652048,1.1686281077935e-10,4.74735374954595e-10
"421.06613_1.417",-0.449984585961292,1.27389720276733,1.9109106740769,1.72388178872862,20.4296748578229,25.2360091580319,1.29929671390309e-10,5.26390749767766e-10
"365.10918_2.165",-0.0394070754690557,-1.83045897340666,-1.52114518061273,-1.79105189793761,21.0470049858925,25.2147502741573,1.31729076238938e-10,5.32242278388593e-10
"269.08824_1.069",-0.834842108272682,-1.75865587340756,-1.90455340478504,-0.923813765134881,20.2579397169991,25.1223715103976,1.39852560927957e-10,5.63545668900558e-10
"139.05011_1.078",0.0641593012058275,3.20601558562155,2.08891701902218,3.14185628441572,21.0538492348375,25.0849029011715,1.43293467557722e-10,5.75863023777549e-10
"204.06941_5.225",-0.446145464709255,2.07655911971267,1.48613974297322,2.52270458442192,18.6343233369426,25.0803885198458,1.43713910285831e-10,5.76008426519949e-10
"352.18797_7.294",0.110293708247681,-1.7759282328055,-1.52430112629889,-1.88622194105318,20.2391476860497,25.0466095276381,1.46900636042318e-10,5.87210809139824e-10
"221.90228_1.428",0.41983936627148,2.09328584668997,1.60551478501356,1.67344648041849,19.1730728731497,24.9645396034493,1.54951168071915e-10,6.17744151435642e-10
"294.06585_1.209",-0.0415837590750975,-2.00610057996343,-1.52758855469947,-1.96451682088833,21.7179325741257,24.7885575420024,1.73788797263225e-10,6.91006384874203e-10
"243.06214_1.739",0.360279314581861,-2.8243894352836,-2.76996680523417,-3.18466874986546,23.8896397375416,24.669274546002,1.87890646670308e-10,7.45100739044422e-10
"131.03383_2.548",-0.142250259981948,1.07892358800214,0.896407303817895,1.22117384798409,23.9000730770154,24.5724020139562,2.00211233956112e-10,7.91864484697128e-10
"470.90434_0.797",0.306942408057403,1.41094639486978,1.24124239887552,1.10400398681237,21.1035823998313,24.5358109991819,2.05079707872144e-10,8.08985479211432e-10
"128.95834_0.936",0.0943672577474336,1.63073897500676,1.45531030220438,1.53637171725932,24.0325907301969,24.467357944519,2.14518828952429e-10,8.42135872158314e-10
"369.10386_1.142",-0.0550358150540372,-0.996519385667069,-0.993279953147069,-0.941483570613032,23.858374668828,24.466733255311,2.14607006780838e-10,8.42135872158314e-10
"569.29446_4.073",0.57060105283071,-1.80663708744092,-1.89963618618216,-2.37723814027163,17.1731706306657,24.4389487589353,2.18567055805348e-10,8.55436074809965e-10
"440.25565_5.115",-0.0697368122346883,2.04725350743017,3.53220834375424,2.11699031966486,19.3147845344553,24.3906746387295,2.25628053766238e-10,8.80772011967684e-10
"280.1039_0.878",-0.00279516314503995,3.49349771305151,2.58638021462724,3.49629287619655,19.1763873540697,24.3822399599801,2.26885783914991e-10,8.83381272957329e-10
"264.08796_6.816",0.0853806158164032,3.35009233929641,2.64746683704846,3.26471172348,18.6055803219198,24.3724057493255,2.28361359974272e-10,8.86823001558118e-10
"552.85858_0.928",0.182028818608827,-2.40118825780839,-2.25678970863064,-2.58321707641722,20.9295461273733,24.3444779668722,2.32606120929295e-10,9.00973062720963e-10
"264.05477_1.214",-0.363280978322246,-1.92736228260945,-1.78018694182911,-1.5640813042872,21.9985068117555,24.248261258429,2.47865293422714e-10,9.57603285671774e-10
"144.04442_7.272",-0.096732769377842,1.42928883528912,1.40311463115649,1.52602160466697,23.9898632642727,24.225757041539,2.51581316766653e-10,9.67093528851781e-10
"278.03411_1.412",-0.0612553188599148,-2.17925314557349,-2.09227238362617,-2.11799782671357,24.1322330251182,24.2255723039135,2.51612058874046e-10,9.67093528851781e-10
"392.88885_0.798",0.396676821617994,2.07297611029167,1.73790391115705,1.67629928867367,19.7686180385598,24.1432665498017,2.65702371581951e-10,1.01863901534871e-09
"402.91692_0.8",0.259315536555582,2.05097167134462,1.98895364034666,1.79165613478904,24.3753949560819,24.0814758808923,2.76815037443665e-10,1.0585350538981e-09
"164.98544_1.739",-0.175140233738244,-1.76811095927825,-1.40985844508271,-1.59297072554,24.494207156785,24.0275028330541,2.86914687743373e-10,1.09436416520945e-09
"334.12576_1.025",0.212148855454285,1.67188000475647,1.87266297421325,1.45973114930218,23.9499903035273,24.0224673356063,2.87876175396823e-10,1.09524463685238e-09
"516.89739_0.799",0.227885014357186,2.88764201982206,2.825303726573,2.65975700546487,20.8272988594739,23.9823676932726,2.95652757072052e-10,1.12198350088862e-09
"471.1352_1.184",0.31547453797986,-1.49126864268673,-1.61454491776704,-1.80674318066659,20.7419525623008,23.9362777639796,3.04859912704103e-10,1.15400254834205e-09
"100.03906_0.889",0.18945684866601,2.45151143387664,2.16406208894173,2.26205458521063,20.0266616240381,23.8235974660291,3.28639016820233e-10,1.24088132547488e-09
"447.20673_7.179",0.497220366336599,-3.11741660663698,-2.14184095434593,-3.61463697297358,20.022899857864,23.802845905114,3.33223270430565e-10,1.25502935270205e-09
"251.0233_2.253",-0.731816768455649,-4.24943816993769,-4.99175844267986,-3.51762140148204,22.2302218756636,23.7709117961999,3.40407413301131e-10,1.27887396626164e-09
"191.05543_1.203",-0.023809794860322,-1.35143382559725,-0.704874333668837,-1.32762403073693,23.8147353092401,23.7657213791142,3.41590130648288e-10,1.28010901460446e-09
"296.88237_0.941",0.13312711250514,2.94033732974981,2.85960249406164,2.80721021724467,19.0373104204116,23.7601903677861,3.42855133678068e-10,1.28164549970929e-09
"333.04092_3.639",-0.0279875624531705,1.00154795620353,0.781456313841757,1.0295355186567,22.3496486488522,23.7511291624292,3.44938006143688e-10,1.2862240577348e-09
"121.02829_5.672",0.173578250262455,1.29456261238692,0.920841569737052,1.12098436212447,25.8866200080988,23.6502818706636,3.69022192364274e-10,1.37261604554354e-09
"361.01012_1.371",-0.228644651674915,2.52773505794484,1.67348658594721,2.75637970961976,20.1513059554369,23.6445494906863,3.70442337184456e-10,1.37448778079084e-09
"226.05417_3.466",-0.147687236459058,-1.90479350875099,-1.39705148102004,-1.75710627229193,19.2099197904949,23.5106872633572,4.05262350825997e-10,1.4999710219461e-09
"267.07375_2.851",0.0588091744586656,3.16197298731343,2.0199064627945,3.10316381285477,23.1233834284889,23.4984380969014,4.08613135353647e-10,1.50864800466778e-09
"244.02845_2.916",0.387302607410171,-1.92927502295433,-1.62761334189809,-2.3165776303645,19.6844815585866,23.4914390688846,4.10540578169209e-10,1.51204011468217e-09
"172.00971_1.003",0.116382526786985,1.99077128580805,1.76680546796039,1.87438875902107,18.3004526519804,23.4759393222496,4.14842536064565e-10,1.52413961166858e-09
"130.95654_0.941",0.0671190948901504,1.90891888121767,1.70045967272344,1.84179978632752,20.0342545579766,23.3748716826797,4.44060706935949e-10,1.62749877676525e-09
"363.18216_5.597",-0.246394212929381,-2.02765274889011,-2.87814464024955,-1.78125853596073,19.9144421626616,23.2578054614166,4.80579740359352e-10,1.75704641658212e-09
"261.09787_1.243",0.106133212032032,-1.35295646958809,-1.57861477834969,-1.45908968162012,20.0038878171937,23.2464995828621,4.84267272707044e-10,1.76622053962983e-09
"251.02329_1.916",-0.263192105963522,-2.65324063752935,-2.48558033364053,-2.39004853156583,22.2384316352002,23.218349066675,4.93576489748421e-10,1.79580378187593e-09
"188.99692_1.146",0.242808276018086,-1.35810516179816,-1.67240775299963,-1.60091343781625,20.4772784816874,23.1343656157874,5.22464237829201e-10,1.89630482446967e-09
"200.09234_3.321",-0.0752181824761048,-1.69067245784751,-1.28889520008561,-1.61545427537141,20.7844191076395,22.869772054563,6.25450017225809e-10,2.26461250198427e-09
"294.94595_0.793",-0.3518336380689,1.87707868713031,2.00971374417773,2.22891232519921,18.83451442357,22.773117737011,6.68118828818408e-10,2.41327740818986e-09
"239.00886_4.292",0.0832868939731953,2.13775120202017,1.69515783154986,2.05446430804698,18.0893889370862,22.7076196699036,6.98734627611757e-10,2.51779617016833e-09
"156.10207_7.334",-0.0372695455028413,1.74736065867151,2.2500037368467,1.78463020417435,20.9414878232545,22.6761814005986,7.13941413515292e-10,2.5664224912696e-09
"309.0285_1.483",-0.299795131133645,-2.34388994078222,-2.0420821933916,-2.04409480964858,21.9990537108886,22.6672408496007,7.18328164295382e-10,2.57601415856167e-09
"529.18891_1.112",-0.0126288606337437,2.31921225866723,2.16036612957496,2.33184111930098,22.2468640158881,22.643485581803,7.30119754041546e-10,2.61205133963789e-09
"175.0602_1.228",0.481744734146113,-1.31837052389461,-1.80900401024798,-1.80011525804073,21.7723738877237,22.6233163037874,7.40288342809063e-10,2.64212434731139e-09
"368.18269_6.526",-0.0835949227216863,-2.13968715815896,-1.31882822080371,-2.05609223543727,19.6212101457921,22.6040349751463,7.50146160457954e-10,2.67094796799637e-09
"391.13763_6.284",-0.560062619862974,2.55100549058595,3.31427466570741,3.11106811044893,19.4870213859358,22.5605129361451,7.72899350944139e-10,2.74544105939636e-09
"186.11289_6.861",-0.119853993650675,2.20274187049015,2.47845303140998,2.32259586414083,20.1431698527598,22.4550565158407,8.31038895462523e-10,2.94498180685182e-09
"281.06024_6.614",0.266973330862625,0.376654966809352,2.4351143880825,0.109681635946727,17.9680126619295,22.3967608843129,8.65100455543963e-10,3.05845656335e-09
"130.04982_1.577",0.0946148498886993,1.01728194662042,0.757995449838564,0.922667096731718,24.0089000104002,22.3739056826749,8.78845413864995e-10,3.09973947149089e-09
"131.98298_0.797",0.0152861787251214,1.01823247912054,0.911192863689701,1.00294630039542,22.9319907819301,22.3266759197093,9.0796898948459e-10,3.19494252403146e-09
"193.03469_1.136",-0.19882475424286,0.929246026468295,1.38196544923083,1.12807078071115,25.7336901643384,22.2698207683261,9.44355854628341e-10,3.31519771917537e-09
"337.07152_1.65",-0.225884139399225,1.87313909225187,2.49209432635528,2.09902323165109,20.3635979193094,22.2145021922684,9.81207459106711e-10,3.4287166935715e-09
"293.11463_4.617",-0.131474210567221,1.44034216088088,1.32219274447356,1.5718163714481,22.9297739913281,22.2144143383768,9.81267152463092e-10,3.4287166935715e-09
"210.00723_1.438",0.452515380178165,-2.01339151345493,-1.23753955845254,-2.4659068936331,20.2375703931789,22.2108457501158,9.83695047339365e-10,3.42920668828304e-09
"234.93472_0.793",-0.0668587111881843,1.47585761696661,1.24125617898595,1.5427163281548,19.7933014410955,22.1902332911785,9.97840806065845e-10,3.47044865033109e-09
"87.04374_2.541",-0.111078023608916,1.04961182463259,0.90536598274601,1.1606898482415,21.7612246904387,22.0767910154689,1.07954598930265e-09,3.74592462491824e-09
"434.21473_2.375",0.0561529616656762,1.39905058785931,2.8029782722686,1.34289762619364,18.190676340159,22.0556781586821,1.09550006538333e-09,3.79250484528777e-09
"133.04948_1.262",0.00299687891129365,-1.76727399360134,-1.52087529988125,-1.77027087251264,23.243639246602,22.043472196434,1.10483457219266e-09,3.81600696708939e-09
"177.03967_1.188",0.0510867364864397,-0.786109587368873,-0.583768159664067,-0.837196323855312,26.3920052124212,21.9885484673494,1.14786593436492e-09,3.95551962209887e-09
"325.11427_1.202",-0.0871543428804801,-1.86175014011613,-2.05606972659901,-1.77459579723565,21.660558930351,21.9609310581947,1.17015444540278e-09,4.02307686618982e-09
"254.96419_1.698",0.296709573778447,-1.30305830665997,-1.30630752363207,-1.59976788043841,19.1738585896626,21.9289675337907,1.19650992613398e-09,4.10427546744812e-09
"115.00242_1.239",0.106052111295706,1.50674183259865,1.10488317440175,1.40068972130294,24.8089536703141,21.7965728470571,1.3123820743076e-09,4.49146285248194e-09
"442.10257_1.149",-0.413339047281978,1.88930551189579,2.59159974918334,2.30264455917776,22.3442048717576,21.6996999779015,1.40447123844285e-09,4.79567741782649e-09
"163.00614_1.737",0.16358680717517,-1.81015810012208,-1.3783574584782,-1.97374490729725,21.2314397100079,21.5868791201873,1.52019411078492e-09,5.17902493651498e-09
"185.0119_1.419",-0.310929637777834,-2.02578290474204,-2.14066942425349,-1.71485326696421,21.1359190659837,21.5473773024979,1.56300482841633e-09,5.31279872516117e-09
"251.10161_0.874",0.124005589022301,2.808576567974,2.52498883563383,2.6845709789517,17.3062812627565,21.4871735873766,1.6306633103892e-09,5.53023597799415e-09
"217.01728_4.491",-0.184522833488991,2.76124131076188,3.59469252233114,2.94576414425088,21.0405895649504,21.3148463144662,1.8415748151551e-09,6.23142358446386e-09
"255.09862_2.45",-0.11952800574575,2.42292303754742,2.71711273367139,2.54245104329317,20.5875443110169,21.2681357991082,1.90346665669381e-09,6.42634350987393e-09
"408.19039_7.15",-0.106929364101802,-1.54307269353417,-1.86685831486946,-1.43614332943236,17.5962316785762,21.2106247932162,1.98263388871767e-09,6.6785802228939e-09
"321.04009_3.371",-0.0926566594616048,2.86987403329555,3.60015260890885,2.96253069275715,18.6924888125175,21.1607202264246,2.054086848426e-09,6.90375826410444e-09
"190.05031_6.005",0.194370427673369,-1.22753900268757,-0.819035396063409,-1.42190943036094,21.1494334766533,21.1404110243495,2.08392261492559e-09,6.98836688987351e-09
"224.0231_1.719",-0.00812246801466924,-1.38683567377557,-1.44219853677305,-1.3787132057609,23.6741016147598,21.025550656144,2.26130189841724e-09,7.56627577171304e-09
"116.07043_4.115",0.0335806825988376,0.764174633774103,0.794390459827542,0.730593951175265,23.4757750537963,21.0096039807776,2.28713454282728e-09,7.63566743808039e-09
"158.08132_5.581",0.316319275234187,0.875352472009224,1.26978705181621,0.559033196775037,22.3129944105671,20.936046248959,2.4103022015117e-09,8.02898444459121e-09
"368.18277_6.997",-0.102733410907354,-2.1420979906613,-1.35607474908282,-2.03936457975394,20.040296884791,20.8510552503766,2.56119183706264e-09,8.51269748061397e-09
"214.01758_2.382",-0.194859522234411,-1.38766148893494,-2.4381766708254,-1.19280196670052,20.4933455202241,20.7649166119754,2.72410489981932e-09,9.03414434696716e-09
"378.91795_0.885",0.374174158152639,-1.61158623710985,-1.2412971058763,-1.98576039526249,21.0470146241767,20.5811749457556,3.10840664022467e-09,1.02858753944741e-08
"273.10967_2.444",0.0665199911828759,2.94120704462818,3.34154345554461,2.8746870534453,20.4255317504643,20.5605178962176,3.15498458010332e-09,1.0417008558535e-08
"239.05935_7.322",-0.511671343975912,-2.24780282757989,-2.48296356926648,-1.73613148360397,21.2397865045281,20.4609675849289,3.38978172885366e-09,1.11676545308827e-08
"295.06683_1.376",-0.05740907365819,-1.9160968113253,-1.54268872431351,-1.85868773766711,20.5819793927942,20.4400631372499,3.44134004905932e-09,1.13126507314472e-08
"327.03237_1.179",-0.0575397387033806,1.78641270557527,1.29828911893237,1.84395244427865,18.9251960456981,20.0456968023367,4.58175509176344e-09,1.49664053275719e-08
"138.96955_1.48",0.0934543629393716,-2.0336784428379,-1.58541178620837,-2.12713280577727,23.7328849282684,20.0454383441908,4.58261877571443e-09,1.49664053275719e-08
"192.01713_0.929",-0.0481160975890844,1.65364534906592,1.25183090183734,1.70176144665501,17.7121961536967,20.0453915353742,4.5827752137128e-09,1.49664053275719e-08
"243.06208_1.228",0.260522087010655,-1.65800433514973,-1.50301930456253,-1.91852642216038,25.4260319637969,20.0119219406833,4.69605800167547e-09,1.52367769361721e-08
"243.06214_1.235",0.260522087010655,-1.65800433514973,-1.50301930456253,-1.91852642216038,25.4260319637969,20.0119219406833,4.69605800167547e-09,1.52367769361721e-08
"243.06216_1.229",0.260522087010655,-1.65800433514973,-1.50301930456253,-1.91852642216038,25.4260319637969,20.0119219406833,4.69605800167547e-09,1.52367769361721e-08
"437.27714_6.999",0.088185944200142,-1.49611815550584,-1.14079759514705,-1.58430409970599,19.0928881956873,19.8566842873457,5.26059338551896e-09,1.70251719634229e-08
"304.11828_6.976",0.131607893580118,-1.33775281650876,-1.58375790290744,-1.46936071008888,18.0204371872264,19.8542546279845,5.26996650502215e-09,1.70251719634229e-08
"203.08209_3.631",0.156155517595056,0.951511640494526,0.950090519685137,0.79535612289947,26.5996061187839,19.8454073226028,5.30424368384634e-09,1.70990565206143e-08
"365.2043_0.895",0.036051813201247,2.14812551191617,2.07496461739478,2.11207369871493,19.4534010403343,19.7869012095533,5.53679184451972e-09,1.78104098174572e-08
"216.03324_1.824",0.00619994544512164,2.43288970058104,2.61757188731544,2.42668975513592,19.1119846276943,19.6701059597995,6.03307854855521e-09,1.93652778250198e-08
"247.06442_5.117",-0.584964281488925,-2.1565766826192,-2.08021802963883,-1.57161240113028,19.8478095020632,19.6475568008236,6.1340738999357e-09,1.9647386273512e-08
"347.08774_0.919",-0.0506433309902998,2.63154527757643,2.0387123818038,2.68218860856673,18.6694429939786,19.6400053505524,6.16828532631871e-09,1.97148394544813e-08
"387.06054_1.468",0.114661532304612,-1.19829536113659,-1.03609929980643,-1.3129568934412,24.473908155323,19.6328047772816,6.20109081729154e-09,1.97775215640851e-08
"211.08315_0.864",-0.0282120670576256,1.51528857927997,1.54825285833521,1.54350064633759,20.4454819719079,19.6134531123665,6.29015269795151e-09,2.00189785440113e-08
"405.91641_0.804",0.309828902180793,2.22995780950188,2.19702918051721,1.92012890732109,20.1877401010013,19.5351736906647,6.66412536299055e-09,2.11642455913619e-08
"254.07047_2.503",0.0977778594828585,-1.8345079889649,-1.8151115443213,-1.93228584844776,25.6303779659184,19.5287177492015,6.69597641132234e-09,2.11762260924422e-08
"256.05938_1.262",0.270456319609899,2.10616834372044,2.16435586836041,1.83571202411054,26.4652406294809,19.5286823386219,6.69615154624257e-09,2.11762260924422e-08
"309.10116_7.328",-0.301623625079807,-2.74078389223347,-2.51679988823272,-2.43916026715366,20.626515119369,19.5059998050365,6.80931425558147e-09,2.14887622507718e-08
"286.06016_1.084",0.209829162314594,1.63759620469702,2.15687596602497,1.42776704238242,20.3282945132785,19.4123806607114,7.29770234967447e-09,2.29547595387856e-08
"203.05558_1.218",0.144656250226562,-1.80751964730037,-1.87319105529414,-1.95217589752693,21.7035632317349,19.411126897658,7.30448318879302e-09,2.29547595387856e-08
"227.05578_1.895",-0.0606700254793229,-1.5903665114633,-1.61583263309666,-1.52969648598398,22.245030350262,19.306246442663,7.89541810322402e-09,2.47493997527895e-08
"158.06023_6.949",0.0921124230805007,1.59188721557483,1.27100791250785,1.49977479249433,17.6196171135032,19.3040037333679,7.90858070819623e-09,2.47493997527895e-08
"257.03419_1.432",-0.323458232316011,-2.55471176287869,-1.53995860318212,-2.23125353056268,23.0733782260802,19.2210461677215,8.4117455412314e-09,2.62691803464706e-08
"408.1127_0.89",-0.0499164457506546,2.59387688814142,2.05911250889821,2.64379333389207,18.6302177613393,19.2144747228889,8.4529920727525e-09,2.63431083514678e-08
"200.05588_1.252",0.480121592123275,-1.62860994392847,-1.80068958625286,-2.10873153605174,20.9188362481962,19.0011137935429,9.9122687086714e-09,3.08267443865112e-08
"345.02887_1.042",0.0338735584254934,-1.21148691448026,-1.35465881476483,-1.24536047290575,19.7423011755997,18.9134734276171,1.05849711537894e-08,3.28506661687999e-08
"266.0884_1.228",0.261666760920812,1.72364334769493,1.99154910002921,1.46197658677412,24.527209751025,18.7495391679839,1.19729174033224e-08,3.70814115445873e-08
"144.0656_3.68",0.235373237478057,0.733975866510857,0.972159065128924,0.498602629032801,23.5449950951475,18.6540426205823,1.28668852727836e-08,3.97679608740261e-08
"138.05495_4.602",0.107574527671686,-0.960592646696992,-0.831855625973555,-1.06816717436868,22.3279120996608,18.6279219907302,1.31232266488494e-08,4.04767834292701e-08
"280.0861_1.731",-1.05370994709407,-2.2197350523392,-2.12293213323552,-1.16602510524513,19.4815704051014,18.595413240117,1.344964917291e-08,4.13984067971089e-08
"373.0591_0.843",-0.172197769724903,2.18744860153646,1.84039411341073,2.35964637126136,20.9084577440075,18.3467156624907,1.62417401233117e-08,4.98900992722219e-08
"512.15586_5.882",-0.173830909494795,-1.6727878911625,-1.62925611648492,-1.4989569816677,20.2127042009443,18.2994539319699,1.6836792307078e-08,5.16121711008384e-08
"628.17653_1.097",0.0124670584441953,2.0236579960645,2.19209265991425,2.01119093762031,20.8201415454457,18.2067173710571,1.80707809113252e-08,5.52757334962086e-08
"357.0767_2.954",0.410588969745251,-1.13729813725227,-0.847689470415535,-1.54788710699752,22.380471888594,18.2041921667636,1.81056605381177e-08,5.52757334962086e-08
"151.03908_4.176",-0.106726002650746,1.59631917184732,1.23051754201318,1.70304517449806,23.0987886663954,18.1719150867849,1.85576693621366e-08,5.65405414102496e-08
"278.03388_1.293",0.391552420433971,-2.60055156111245,-3.00297954570995,-2.99210398154643,23.0028452200147,18.0902575163505,1.97540308879192e-08,6.00634732271621e-08
"290.07066_1.181",0.0505722888168712,1.15716919349726,2.58156618348111,1.10659690468039,19.4650897034218,18.0787847029158,1.99283957378084e-08,6.04709822084511e-08
"233.01247_1.73",-0.318080871231777,-2.17314613945473,-1.71759543934312,-1.85506526822295,19.4872135336632,17.9848536030166,2.14171784067107e-08,6.48572735993117e-08
"268.0863_3.803",0.083571556508667,-2.0914878063044,-1.84476821296232,-2.17505936281307,19.2645595624762,17.8623372391788,2.35335806480895e-08,7.1122656031222e-08
"270.04472_3.462",-0.0739520303867415,-1.59674269494175,-1.53724797055568,-1.522790664555,20.6906201606128,17.8433948362521,2.38796038914137e-08,7.20231916161551e-08
"261.06154_1.216",0.382533456718553,-1.66804680748937,-1.9394008369664,-2.05058026420793,21.2353341931431,17.8338214292226,2.40564784822822e-08,7.24109663553032e-08
